5AR8,14,,32,
5AR9,H1,,,
5AZ0,H1,,,
5AZ1,H1,,,
5AZ2,H1,,,166.6
5AZ3,8,92.5,26,224
5AZ4,H1,,,268
5AZ5,H1,,,229
5AZ6,6,,24,
5AZ7,16,,34,
5AZ8,H1,,,
5AZ9,17,,35,
5B1,14,,32,
5B4,8,,26,276
5B6,7,,25,288
5B7,18,,36,
5B9,1,352,19,172
5BK,14,,32,
5BL,NE,,SW,
5C5,13,,31,
5CA0,H1,,,
5CA1,H1,,,
5CA2,H1,,,
5CA3,H1,,,
5CA4,8,,26,
5CA5,H1,,,
5CA6,H1,,,
5CA7,16,175.3,34,217
5CA8,7,,25,
5CA9,12,,30,
5CD,1,,19,
5CL0,9,,27,
5CL1,7,,25,
5CL2,H1,,,
5CL3,11,,29,
5CL4,H1,,,338
5CL5,H1,,,
5CL6,H1,,,307
5CL7,11,,29,
5CL8,16,174,34,354
5CL9,15,,33,
5CO0,4,,22,221.8
5CO0,10,,28,
5CO1,2,,20,
5CO2,H1,,,
5CO3,H1,,,
5CO4,8,,26,
5CO5,H1,,,
5CO6,12,,30,
5CO7,01L,,19R,
5CO8,8,,26,
5CO9,H1,,,194
5CT0,13,,31,
5CT1,H1,,,313
5CT3,H1,,,346
5CT4,H1,,,179
5CT5,1,,19,
5CT6,3,,21,
5CT7,2,,20,
5CT8,H1,,,318
5D1,H1,,,
5D2,17,,35,188
5D5,9,,27,234
5D5,16,,34,284
5D6,9,,27,
5D7,H1,,,
5D9,18,,36,184
5.00E+09,9,,27,227
5F5,18,184,36,227
5F8,8,,26,
5FA1,9,,27,
5FD0,4,,22,
5FD1,4,,22,
5FD2,H1,,,270
5FD3,18,,36,270
5FD4,H1,,,
5FD5,9,,27,
5FD6,H1,,,
5FD7,9,,27,
5FD8,H1,,,226
5FD9,H1,,,
5FL0,18,,36,
5FL1,1,,19,
5FL2,H1,,,
5FL3,H1,,,
5FL4,9,,27,
5FL5,H1,,,
5FL6,18,,36,303
5FL7,4,,22,203
5FL8,18,,36,252
5FL9,1,,19,
5G0,10,93,28,273
5G2,14,,32,337
5G3,15,160,33,340
5G4,18,,36,
5G8,2,,20,265
5GA0,1,,19,
5GA2,9,,27,325
5GA3,13,,31,
5GA3,18,,36,
5GA4,18,,36,
5GA5,18,,36,
5GA6,9,,27,
5GA7,8,,26,
5GE1,18,,36,
5H3,2,,20,
5H3,13,,31,244
5HO,16,,34,
5I2,9,,27,217
5I6,18,,36,179
5IA0,H1,,,
5IA2,H1,,,
5IA3,14,,32,314.6
5IA4,H1,,,
5IA5,E,,W,
5IA6,17,,35,
5IA7,N,,S,214
5IA8,H1,,,
5II1,18,,36,
5II2,N,,S,
5II3,H1,,,
5II4,H1,,,
5II5,9,,27,
5II7,H1,,,
5II8,E,,W,
5II9,9,,27,298
5IL0,H1,,,
5IL1,H1,,,
5IL2,18,,36,
5IL3,H1,,,333
5IL6,H1,,,220
5IL6,H2,,,306
5IL7,H1,,,336
5IL8,H1,,,
5IL9,H1,,,231
5IN1,H1,,,321
5IN2,H1,,H1,
5IN3,18,,36,171
5IN4,N,,S,
5IN5,18,,36,
5IN6,7,,25,229
5IN7,13W,,31W,
5IN8,05W,,23W,
5IN9,9,,27,
5IS1,H1,,,333
5IS2,H1,,,
5IS3,9,,27,
5IS4,18,,36,344
5IS6,H1,,,208
5IS7,N,,S,251
5IS8,H1,,,237
5IS8,H2,,,189
5IS9,E,,W,
5J5,4,,22,
5K0,8,,26,
5K0,17,,35,
5K2,17,170,35,304
5K3,H1,,,
5K4,9,,27,172
5K6,3,,21,224
5K6,14,,32,
5K9,17,,35,
5KE,E,,W,
5KO,18,,36,
5KS,1,,19,
5KS0,ALL,,WAY,
5KS1,18,,36,251
5KS2,E,,W,
5KS2,N,,S,
5KS3,4,,22,
5KS4,8,,26,
5KS4,17,,35,
5KS6,N,,S,
5KS6,NE,,SW,
5KS6,NW,,SE,
5KS7,H1,,,
5KS8,N,,S,
5KS9,17,,35,
5KY2,18,,36,259.4
5KY3,4,47,22,227
5KY3,04U,,22U,
5KY4,13,137,31,317
5KY5,18,181.1,36,
5KY6,3,,21,
5KY7,17,166,35,210
5KY8,3,,21,
5KY9,9,,27,
5L6,NE,,SW,
5LA0,18,,36,
5LA1,18,,36,
5LA2,H1,,,
5LA3,H1,,,
5LA3,H2,,,
5LA3,H3,,,
5LA3,H4,,,
5LA4,H1,,,
5LA4,H2,,,
5LA4,H3,,,
5LA4,H4,,,
5LA4,H5,,,
5LA4,H6,,,
5LA5,H1,,,
5LA6,17W,,35W,
5LA7,H1,,,
5LA7,H2,,,
5LA7,H3,,,
5LA7,H4,,,
5LA7,H5,,,
5LA7,H6,,,
5LA8,H1,,,
5LL0,18,,36,
5LL1,9,,27,
5LL1,17,,35,
5LL2,E,,W,
5LL2,N,,S,
5LL3,E,,W,
5LL5,18,,36,
5LL7,E,90,W,270
5LL8,9,,27,
5LL9,H1,,,
5LS0,H1,,,
5LS6,E,,W,
5LS9,1,,19,
5M1,18,181,36,1
5M7,7,,25,
5M7,17,,35,
5MA0,H1,,,
5MA2,H1,,,
5MA3,2,,20,
5MA4,H1,,,
5MA5,H1,,,
5MA6,H1,,,
5MA7,H1,,,
5MA8,3,,21,
5MA9,13,,31,
5MA9,17,,35,
5MD1,8,,26,
5MD1,H1,,,
5MD3,H1,,,
5MD5,1,,19,
5MD6,H1,,,
5MD7,16,,34,
5MD8,2,,20,
5MD9,H1,,,
5MD9,H2,,,
5ME,17W,,35W,
5MI0,H1,,,
5MI1,12,,30,
5MI4,NE,,SW,
5MI5,H1,,,
5MI6,H1,,,
5MI7,5,,23,
5MI8,9,,27,
5MI9,H1,,,
5MN0,11,,29,
5MN1,N,,S,
5MN2,18,,36,
5MN3,H1,,,
5MN4,9,93.3,27,
5MN5,16,,34,
5MN6,13W,,31W,
5MN7,04W,,22W,
5MN7,9,,27,
5MN7,18,,36,
5MN8,9,,27,
5MN8,18,,36,
5MN9,18,,36,
5MO,18,182,36,2
5MO0,H1,,,
5MO1,4,,22,
5MO4,H1,,,
5MO5,H1,,,
5MO5,H2,,,
5MO7,H1,,,
5MO8,H1,,,
5MO9,9,,27,
5MS1,17,180,35,
5MS2,9,,27,
5MS3,9,,27,
5MS4,10,,28,
5MS5,3,30,21,
5MS6,18,,36,
5MS7,H1,,,
5MS8,17,,35,
5MS9,H1,,,
5MU5,18,,36,
5N4,3,,21,
5N4,12,,30,
5N5,15,,33,
5N7,8,,26,
5NA0,8,,26,
5NA0,15,,33,
5NA2,17,,35,
5NC0,H1,,,
5NC1,18,,36,
5NC3,13,,31,
5NC4,H1,,,
5NC5,3,,21,
5NC6,H1,,,
5NC7,H1,,,
5NC8,H1,,,
5NC9,H1,,,
5ND0,E,,W,
5ND0,N,,S,
5ND3,15,,33,
5ND3,18,,36,
5ND9,16,,34,
5NE2,17,,35,
5NE3,N,,S,
5NE4,17,,35,
5NE5,10,,28,
5NE9,N,,S,
5NJ0,H1,,,
5NJ2,7,,25,
5NJ3,H1,,,
5NJ4,H1,,,
5NJ5,H1,,,
5NJ6,H1,,,
5NJ7,H1,,,
5NJ8,H1,,,
5NJ9,H1,,,
5NK,8,,26,
5NK,08W,,26W,
5NK,14,,32,
5NK0,8,,26,
5NK1,1,,19,
5NK2,H1,,,
5NK3,H1,,,
5NK4,H1,,,
5NK5,17,,35,
5NK6,H1,,,
5NK7,H1,,,
5NK8,H1,,,
5NK9,18,,36,
5NY1,15,,33,
5NY2,H1,,,
5NY3,18,,36,
5NY4,11,,29,
5NY5,12,,30,
5NY6,H1,,,
5NY7,14,,32,
5NY8,H1,,,
5O1,16,,34,
5OH0,18,,36,
5OH1,H1,,,
5OH2,H1,,,
5OH3,H1,,,
5OH4,N,,S,
5OH5,H1,,,
5OH6,E,,W,
5OH7,E,,W,
5OH8,H1,,,
5OH9,9,,27,327
5OI0,7,,25,
5OI3,18,,36,
5OI5,9,,27,
5OI7,N,,S,
5OI8,18,,36,
5OI9,18,,36,
5OK0,6,,24,
5OK1,H1,,,
5OK2,15,,33,356
5OK3,9,,27,
5OK4,17,,35,
5OK5,H1,,,
5OK7,H1,,,
5OR0,2,,20,
5OR1,H1,,,
5OR2,7,,25,
5OR3,16,,34,
5OR4,10,,28,
5OR5,6,,24,
5OR6,H1,,,
5OR7,H1,,,
5OR8,15,,33,
5OR9,16,,34,
5P3,13,143,31,323
5P5,10,,28,
5PA0,5,,23,
5PA1,6,,24,
5PA2,8,,26,
5PA4,H1,,,
5PA5,H1,,,
5PA6,4,,22,
5PA7,H1,,,
5PA8,11,,29,
5PA9,13,,31,
5PN2,H1,,,
5PN3,H1,,,
5PN4,H1,,,
5PN5,3,,21,
5PN6,H1,,,
5PN7,12,,30,
5PN8,2,,20,
5PN9,H1,,,
5PS0,H1,,,
5PS1,H1,,,
5PS2,H1,,,
5PS3,H1,,,
5PS5,7,,25,
5PS6,H1,,,
5PS7,H1,,,
5PS8,H1,,,
5PS9,9,,27,
5Q2,H1,,,
5Q2,H2,,,
5QC,12,,30,
5R7,18,,36,
5S1,10,,28,
5S4,13,,31,
5S5,16,,34,
5SC5,H1,,,
5T0,4,,22,
5T4,12,,30,
5TA0,E,,W,
5TA1,1,,19,
5TA2,14,,32,
5TA3,16,,34,
5TA4,N,,S,
5TA4,NE,,SW,
5TA5,12,,30,
5TA6,17,,35,
5TA7,18,,36,
5TA8,17,,35,
5TA9,18,,36,
5TE0,15,156.7,33,270
5TE1,3,,21,
5TE1,8,,26,
5TE1,12,,30,
5TE1,17,,35,
5TE2,14,,32,
5TE3,N,,S,
5TE4,1,18.3,19,
5TE5,16,167.9,34,
5TE6,3,,21,
5TE7,6,,24,
5TE7,18,,36,
5TE8,E,,W,
5TE8,N,,S,
5TE9,H1,,,
5TN0,H1,,,
5TN1,H1,,,
5TN2,H1,,,
5TN3,H1,,,
5TN4,15,,33,
5TN5,H1,,,
5TN6,H1,,,
5TN7,H1,,,
5TN8,H1,,,
5TN9,9,,27,
5TS1,12,120,30,
5TS2,16,,34,
5TS3,14,,32,
5TS4,17,,35,
5TS5,1,,19,
5TS6,H1,,,
5TS7,18,,36,
5TS8,1,,19,
5TS9,9,,27,
5TX0,16,,34,
5TX1,E,,W,
5TX2,3,,21,
5TX3,H1,,,
5TX4,N,,S,
5TX5,H1,,,
5TX6,16,,34,
5TX7,H1,,,
5TX8,5,,23,
5TX8,18,,36,
5U0,9,,27,
5U6,8,,26,
5U8,7,,25,
5V4,17,180,35,
5V6,8,,26,
5V6,11,,29,
5V8,4,52,22,232
5V8,12,,30,
5VA0,H1,,,
5VA1,H1,,,
5VA2,H1,,,
5VA3,H1,,,
5VA4,H1,,,
5VA5,9,,27,
5VA6,H1,,,
5VA7,H1,,,
5VA8,H1,,,
5VA9,18,,36,
5VG2,17,,35,
5WA0,12,,30,
5WA1,3,,21,
5WA2,E,,W,
5WA3,H1,,,
5WA4,H1,,,
5WA5,9,,27,
5WA6,H1,,,
5WA7,7,,25,
5WA8,6,79,24,
5WA9,7,,25,
5WI0,18,,36,
5WI1,10,,28,
5WI2,9,,27,
5WI3,4,,22,
5WI4,18,,36,
5WI5,9,,27,
5WI6,18,,36,
5WI7,H1,,,
5WI8,18,,36,
5WN2,11,,29,
5WN8,8,,26,
5WN9,13,,31,
5WV5,H1,,,
5XA1,15,,33,
5XA2,H1,,,
5XA9,15,,33,
5XS0,1,,19,
5XS1,H1,,,
5XS2,3,,21,
5XS3,17,,35,
5XS5,4,,22,
5XS6,12,,30,
5XS7,9,,27,
5XS8,15,,33,
5XS9,14,,32,
5Y0,3,32,21,212
5Y2,16,,34,320.6
5Y3,18,180,36,360
5Y4,5,,23,265
5Y4,18,,36,270.4
5Y5,18,,36,270.5
5Y7,18,,36,285.7
5Z1,NW,,SE,
5Z4,H1,,,307
5Z5,10,,28,
5Z7,10,,28,
5Z9,ALL,,WAY,
60A,5,55,23,235
60AK,H1,,,
60AZ,15,,33,
60B,1,,19,
60B,9,,27,
60CA,H1,,,
60CL,5,,23,
60CL,16,,34,
60CN,H1,,H1,
60FD,H1,,,
60FL,H1,,,
60G,8,83,26,263
60GA,H1,,,
60GA,H2,,,
60II,H1,,,
60IL,18,,36,
60IS,16,,34,
60KS,17,,35,
60KY,H1,,,
60L,H1,,,343
60LL,H1,,,
60M,1,,19,312
60MA,H1,,,223
60MA,H2,,,252
60MI,18,,36,
60MN,N,,S,
60MO,H1,,,
60NC,6,,24,312
60NE,H1,,,
60NH,H1,,,
60NY,H1,,,
60OA,9,90,27,270
60OH,H1,,,
60OI,9,,27,
60OK,17,,35,
60OR,1,,19,
60PA,H1,,,
60PN,H1,,,
60TA,16,160,34,242
60TE,16,160,34,288
60TN,H1,,,
60TS,H1,,,
60TX,16,,34,213.7
60VA,H1,,,
60WA,H1,,,
60WI,H1,,,
60XA,1,,19,
60XS,H1,,,
61AK,H1,,,208
61AK,H2,,,203
61AR,10,,28,
61AZ,04U,,22U,
61AZ,07U,,25U,
61CA,8,,26,
61CO,H1,,,
61D,1,7,19,187
61D,9,89,27,269
61FD,H1,,,220
61FL,H1,,,
61G,5,,23,280
61GA,18,,36,
61II,N,,S,
61IN,18,,36,
61IS,18,,36,227
61J,H1,,,
61K,12,,30,
61K,18,,36,211
61KS,17,,35,
61KY,17,,35,300
61L,H1,,,246
61LA,H1,,,
61LL,9,,27,
61MA,16,,34,
61MI,H1,,,235
61MN,E,,W,
61MO,18,,36,
61MU,16,,34,
61NC,1,,19,
61ND,9,,27,
61NE,H1,,,
61NE,H2,,,
61NH,H1,,,
61NJ,10,,28,
61NY,N,,S,
61OH,4,,22,347.6
61OH,9,,27,205
61OI,H1,,,
61OK,18,,36,
61OR,7,,25,
61PN,5,,23,
61TA,7,,25,
61TE,16,,34,
61TS,H1,,,
61TX,2,,20,
61VA,3,,21,
61WA,E,,W,
61WI,N,,S,
61XS,7,,25,
61Y,4,,22,
61Y,18U,,36U,348
62AK,9,,27,
62AL,11,,29,233
62AR,17,,35,
62C,1,,19,340.1
62C,18,,36,
62CA,H1,,,
62CL,7,,25,339.9
62CN,H1,,,185
62CO,17,,35,
62FD,6,,24,
62FL,9,90,27,251
62GA,18,,36,
62IA,17,,35,
62II,H1,,,
62IL,N,,S,
62IN,9,,27,
62IS,N,,S,
62K,18,,36,184.7
62KY,H1,,,225.8
62LA,17,,35,
62LS,H1,,,
62MD,8,,26,
62MN,2,,20,
62MN,4,,22,
62MN,18,,36,
62MO,9,,27,
62NC,4,,22,
62ND,8,,26,
62ND,17,,35,
62NE,N,,S,
62NH,H1,,,
62NJ,16,,34,5
62NM,4,49,22,269
62NM,10,110,28,336
62NY,H1,,,
62OH,18,,36,
62OI,H1,,,
62OK,9,,27,
62OR,H1,,,
62PA,6,,24,304.1
62TA,2,,20,
62TE,H1,,,
62TS,H1,,,
62TX,17,,35,
62VA,9,,27,305
62WA,H1,,,
62WI,H1,,H1,
62XS,16,,34,329
63A,NE,,SW,
63AK,15,,33,
63AR,8,,26,
63AR,17,,35,
63AZ,H1,,,226
63CA,10,,28,
63CL,NW,,SE,
63CN,7,,25,
63CO,4,,22,
63FD,18,,36,
63FL,H1,,,295
63GA,10,,28,
63GE,18,,36,
63IA,H1,,,233.8
63ID,7,,25,
63II,18,,36,
63IL,9,,27,
63IS,18,,36,
63K,17,,35,226
63KY,H1,,,
63MI,H1,,,
63MN,NE,,SW,
63MO,H1,,,
63NC,9,,27,
63ND,N,,S,
63NJ,H1,,,
63NY,18,165.4,36,292.9
63OH,15,,33,
63OI,10,,28,342
63OK,H1,,,
63OR,17,,35,
63PA,13,,31,
63PN,H1,,,
63S,1,,19,324
63TA,16,,34,
63TE,14,,32,
63TS,H1,,,
63TX,15,,33,
63VA,H1,,,
63WA,18,,36,
63WI,14,,32,
63XA,15,,33,
63XS,17,170,35,318
63Y,14,,32,254
64AK,9,,27,
64AZ,H1,,,260.1
64C,9,,27,
64CA,H1,,,341.1
64CL,NW,,SE,
64CO,17,,35,195
64CT,1,,19,265
64F,14,,32,
64FA,9,,27,
64FA,18,,36,261
64FD,H1,,,
64FL,H1,,,
64G,17,,35,338
64GA,16,,34,
64I,18,,36,196
64IG,H1,,,
64II,H1,,,
64IL,E,,W,
64IN,18,,36,
64IS,H1,,,
64KY,17,,35,
64LL,H1,,,278
64ME,H1,,,245
64MI,H1,,,
64MN,H1,,,180
64MO,3,,21,
64NC,1,,19,
64ND,15,,33,
64NE,H1,,,
64NJ,H1,,,
64NR,H1,,,
64NY,13,,31,
64NY,18,,36,
64NY,H1,,,
64OG,7,,25,
64OH,1,,19,
64OI,H1,,,
64OK,H1,,,
64OR,7,,25,
64PA,H1,,,
64PN,H1,,,
64TA,H1,,,
64TE,2,,20,
64TS,H1,,,
64TX,H1,,,
64V,13,,31,288
64WA,H1,,,
64WI,6,,24,
64XS,H1,,,
65AK,6,,24,
65AL,H1,,,
65AR,6,,24,256
65AZ,H1,,,244
65B,8,,26,321
65CA,H1,,,238
65CL,16,,34,
65CN,E,,W,
65CO,11,,29,
65FD,H1,,,286
65FL,H1,,,226.2
65FL,H2,,,353
65G,9,,27,253.1
65G,18,,36,282
65GA,H1,,,230.1
65IL,18,,36,227.7
65IN,H1,,,277.1
65IS,9,,27,
65KS,7,,25,310
65KS,16,,34,276
65KY,H1,,,
65LA,2,21.2,20,344.3
65LA,02W,,20W,
65MI,H1,,,
65MN,E,,W,
65MO,H1,,,
65MS,18,180,36,360
65NC,H1,,,
65NM,17,,35,
65NY,NW,,SE,
65OH,8,,26,
65OI,H1,,,
65OK,H1,,,
65OR,H1,,,
65PA,7,,25,301
65TE,14,,32,
65TN,5,,23,
65TS,4,,22,
65TX,18,,36,
65WA,6,,24,
65WN,13,,31,
65XS,15,,33,
66AK,12W,,30W,
66AZ,H1,,,
66B,16,,34,
66CA,1,,19,
66CL,NW,,SE,
66CN,H1,,,
66CO,H1,,,
66FD,9,,27,
66FL,H1,,,
66G,9,,27,
66GA,9,,27,
66II,18,,36,
66IL,12,,30,
66IN,18,,36,
66KS,17,,35,
66KY,10,,28,
66LA,9,,27,
66MI,17,,35,246
66MN,9,,27,
66MO,18,,36,
66NC,10,,28,
66NJ,H1,,,
66NY,18,,36,
66OH,H1,,,
66OI,16,,34,
66OK,7,,25,
66OR,H1,,,
66PA,H1,,,
66S,15,,33,
66TA,H1,,,
66TE,17,,35,
66TN,9,,27,
66TS,H1,,,
66TX,15,,33,
66VA,H1,,,
66VT,2,,20,
66WA,7,,25,
66WI,N,,S,
66XS,13,,31,
67AK,E,,W,
67AR,17,,35,
67AZ,H1,,,
67CA,9,105,27,
67CL,N,,S,
67CN,H1,,,325.7
67CO,17,,35,
67D,18,,36,
67FD,H1,,,
67FL,18,,36,
67GA,6,,24,
67II,18,,36,
67IL,18,,36,
67IS,H1,,,
67KS,18,,36,
67KY,4,,22,
67LA,H1,,,
67LL,E,,W,
67ME,H1,,,245
67MN,NW,,SE,
67MO,18,,36,
67NC,18,,36,
67ND,8,,26,
67NE,17,,35,
67NJ,6,,24,
67NY,E,,W,
67OG,10,,28,310
67OH,9,,27,
67OI,H1,,,
67OK,9,,27,
67OR,16,,34,
67PA,H1,,,
67PN,10,,28,
67S,14,,32,
67SC,12,,30,
67TA,H1,,,
67TE,1,,19,
67TS,H1,,,
67TX,16,,34,
67VA,4,,22,
67WA,9,,27,
67WI,18,,36,
67XS,H1,,,
68A,NW,,SE,
68AK,H1,,,
68AR,17,,35,
68AZ,3,,21,
68AZ,17,,35,
68C,4,,22,
68C,9,,27,
68C,13,,31,
68CA,15,166.5,33,
68CL,16,175,34,355
68CN,9,,27,
68FA,H1,,-,
68FD,9,,27,
68FL,H1,,,
68G,18,,36,
68GA,H1,,,
68ID,2,,20,
68II,H1,,,
68IL,N,,S,
68IN,9,,27,
68IS,9,90,27,
68JY,ALL,,WAY,
68KS,8,,26,
68KS,17,,35,
68KY,9,,27,
68LA,13,,31,
68LS,13,,31,
68LS,18,,36,
68MI,3,,21,
68MI,9,,27,
68MN,N,,S,
68MO,H1,,,
68NC,14,,32,
68NE,2,,20,
68NJ,H1,,,
68NM,13,,31,
68NY,10,,28,
68OI,H1,,,
68OK,H1,,,
68OR,3,,21,
68PA,9,,27,
68PS,H1,,,
68R,9,,27,261
68TA,H1,,,
68TE,17,,35,
68TS,2,,20,
68TX,6,,24,250.6
68TX,12,,30,248
68VA,H1,,,
68WA,7,,25,228.8
68WI,H1,,,226
68XS,7,,25,
68XS,17,,35,
68Y,17,,35,
69AK,06W,,24W,
69AZ,H1,,,
69CA,H1,,,
69CL,18,,36,
69CO,H1,,,261.2
69CT,H1,,,208
69FA,H1,,H1,
69FD,10,,28,332.6
69FL,9,,27,179
69G,18,,36,202
69GA,H1,,,202
69GE,17,,35,
69II,8,,26,
69IL,18,,36,
69IN,H1,,,
69KS,1,,19,
69KY,H1,,,
69LA,H1,,,
69LL,9,,27,
69MI,10,,28,
69MN,N,,S,
69MO,10,,28,
69MT,1,,19,
69MY,9,,27,
69N,1,1,19,181
69NC,8,,26,
69ND,N,,S,
69NY,H1,,,
69OH,1,,19,
69OI,18,,36,
69OK,6,,24,
69OR,18,,36,
69PA,8,,26,
69S,17,185,35,5
69TA,17,,35,
69TE,4,,22,
69TS,12,,30,
69TX,14,140,32,
69VA,2,15.6,20,195.6
69WA,H1,,,
69WI,H1,,,247
69WT,15W,165,33W,345
69WT,4W,59,22W,239
69XA,17,,35,
69XS,18,,36,
6A5,17,,35,
6A6,13,,31,
6A7,ALL,,WAY,
6AK,11,,29,
6AK1,16,,34,
6AK2,6,,24,
6AK3,15,,33,
6AK5,12,,30,
6AK5,18,,36,207.8
6AK7,11,,29,
6AK8,18,,36,
6AK9,4,,22,
6AL3,4,,22,
6AL6,10,,28,
6AL8,H1,,H1,
6AR0,7,,25,
6AR1,12,,30,
6AR2,15,,33,
6AR3,H1,,,
6AR4,H1,,,234
6AR7,H1,,,
6AR8,9,97.1,27,277.1
6AR8,18,185.8,36,5.8
6AR9,9,92.1,27,202.7
6AZ0,H1,,,
6AZ2,9,,27,
6AZ2,18,,36,
6AZ5,8,,26,
6AZ6,H1,,,212
6AZ7,H1,,,344
6AZ8,7,,25,
6B0,1,,19,
6B3,3,,21,
6B4,13,,31,199
6B6,3,17,21,197
6B6,12,,30,
6C0,18,180,36,360
6C2,9,,27,353
6CA0,H1,,,234.4
6CA1,15,,33,
6CA2,H1,,,
6CA3,H1,,,
6CA4,H1,,,
6CA5,9,,27,
6CA5,18,,36,208
6CA6,8,,26,
6CA8,1,,19,
6CA9,H1,,,
6CL0,12,,30,
6CL2,H1,,,352.6
6CL3,H1,,,
6CL4,15,,33,
6CL5,H1,,,239
6CL6,5,,23,
6CL7,H1,,,
6CL8,9,,27,212.4
6CL9,9,,27,
6CO0,8,,26,
6CO1,8,,26,
6CO2,16,,34,
6CO3,1,,19,
6CO4,9,,27,
6CO5,H1,,,
6CO6,7,,25,194
6CO7,H1,,,178
6CO8,H1,,,1
6CO9,H1,,,229
6D3,12,130,30,310
6D5,H1,,,
6D7,5,,23,264
6D7,9,,27,230.8
6F1,1,19,19,199
6F7,2,,20,
6F7,7,,25,
6F7,12,,30,
6FA8,H1,,,
6FD0,9,,27,
6FD1,H1,,,
6FD2,17,,35,
6FD4,H1,,,
6FD5,10,,28,202
6FD6,17,,35,
6FD7,2,,20,
6FD8,H1,,,
6FD9,H1,,,176
6FL0,18,,36,234
6FL1,H1,,,
6FL2,10,,28,
6FL3,1,10,19,
6FL4,9,,27,
6FL5,H1,,,
6FL6,H1,,,
6FL7,H1,,,
6FL8,18,,36,327
6FL9,18,,36,
6G6,4,,22,
6G8,1,,19,
6GA0,15,,33,
6GA1,18,,36,
6GA2,H1,,,
6GA3,H1,,,
6GA4,6,,24,
6GA5,1,,19,
6GA6,H1,,,
6GA7,H1,,,
6GA8,15,,33,
6GA9,H1,,,253.7
6GE2,18,,36,301
6GE4,13,,31,
6H4,9,94,27,274
6H8,17,,35,340
6IA0,H1,,,
6IA1,H1,,,
6IA2,H1,,,332
6IA3,H1,,,
6IA4,H1,,,
6IA6,17,,35,
6IA7,16,,34,
6IA8,H1,,,305
6IA9,H1,,,276
6ID1,7,,25,
6II0,18,,36,295
6II1,H1,,,
6II2,E,,W,
6II4,9,86.6,27,
6II5,H1,,,235
6II6,N,,S,
6II7,18,,36,
6II8,2,,20,
6IL0,N,,S,
6IL1,H1,,,
6IL2,7,,25,227
6IL3,9,,27,
6IL3,13,,31,
6IL4,17,,35,
6IL5,1,,19,
6IL6,E,,W,
6IL6,N,,S,
6IL7,H1,,,323.1
6IL8,H1,,,345
6IN0,H1,,,
6IN2,18,,36,
6IN3,9,,27,317
6IN4,9,,27,
6IN5,18,,36,
6IN6,16,,34,
6IN7,10W,,28W,
6IN8,18,,36,341
6IN9,13W,,31W,
6IS0,9,,27,337
6IS1,H1,,,
6IS2,H1,,,332
6IS4,H1,,,
6IS5,H1,,,
6IS7,H1,,,
6IS8,9,,27,
6IS9,H1,,,
6J6,11,,29,
6J6,15,,33,
6J8,10,,28,
6J8,16,,34,270.1
6JY8,H1,,,
6JY8,H2,,,
6K2,17,,35,
6K7,17,,35,326
6K9,6,,24,273
6KS0,H1,,,
6KS1,18,,36,
6KS2,N,,S,
6KS4,14,,32,
6KS5,3,,21,
6KS7,17,,35,
6KS8,18,,36,
6KS9,H1,,,197.4
6KY0,H1,,,
6KY3,1,,19,271
6KY4,9,,27,
6KY6,4,,22,
6KY7,4,,22,
6KY8,H1,,,
6LA0,H1,,,338.8
6LA1,3,,21,
6LA3,H1,,,342
6LA4,2,,20,
6LA5,18,,36,
6LA6,18,,36,
6LA7,H1,,,310
6LA9,H1,,,
6LL0,N,,S,
6LL1,9,,27,
6LL2,9,,27,
6LL4,18,,36,
6LL5,E,,W,
6LL6,N,,S,
6LL7,H1,,,322.6
6LL8,NE,,SW,
6LL9,H1,,,
6M8,18,,36,189
6MA0,17,,35,
6MA1,H1,,,
6MA2,12,,30,
6MA3,HI,,,342.5
6MA4,H1,,,286.5
6MA5,H1,,,345
6MA6,H1,,,329.3
6MA7,H1,,,
6MA8,2,,20,
6MA8,16,,34,
6MA9,3,,21,
6MA9,9,,27,
6MD1,6,,24,304
6MD2,15,,33,
6MD3,E,,W,
6MD4,13,,31,
6MD6,H1,,,298
6MD7,10,,28,240
6MD8,18,,36,
6MD9,H1,,,
6MI0,6,,24,
6MI1,9,,27,
6MI2,17,,35,
6MI3,3,,21,
6MI4,H1,,,
6MI5,H1,,,350.9
6MI6,9,,27,
6MI6,14,,32,
6MI7,9,,27,
6MI8,H1,,,
6MI9,H1,,,
6MI9,H2,,,
6MN0,18,182.7,36,254.3
6MN2,N,,S,
6MN4,2,,20,
6MN4,14,,32,
6MN5,16W,,34W,
6MN6,01W,,19W,
6MN6,12W,,30W,
6MN8,N,,S,
6MN9,12,,30,
6MO0,4,,22,
6MO1,N,,S,
6MO2,13,,31,
6MO3,2,,20,
6MO4,18,,36,
6MO5,H1,,,
6MO6,E,,W,
6MO7,N,,S,
6MO9,8,,26,
6MO9,18,,36,
6MS1,9,,27,
6MS1,18,,36,
6MS2,9,,27,
6MU4,9,,27,
6MU8,H1,,,
6MU9,9,,27,
6N5,H1,,,
6N5,H2,,,
6N5,H3,,,
6N5,H4,,,
6N6,ALL,,WAY,
6N7,N,,S,
6N9,13,,31,
6NA0,8,,26,
6NA0,17,,35,
6NA2,17,,35,
6NA5,13,,31,
6NA6,8,,26,
6NC0,3,,21,259
6NC1,3,31,21,234
6NC2,15,,33,
6NC3,4,,22,
6NC4,6,,24,
6NC4,16,,34,
6NC5,3,,21,
6NC6,H1,,,
6NC7,5,,23,
6NC8,6,,24,
6NC9,1,,19,
